,MCB ,IBL,SBM,CIEL,Vivo,CIM,EMTEL,PBL,ASCENCIA,AFREXIM,MEDINE,SUN,NMH,LUX,POLICY,NIT,MDIT,BMH,SEMDEX,SEM-10,,
23/05/2025,463,32.45,5.8,8.04,402.25,15.25,21.35,634,18.95,2.8,68,37.25,13.3,45.5,3.7,8.6,8.6,29,2417.82,450.9,,
22/05/2025,464,32.45,5.8,8,402.25,15.25,21.35,633,18.95,2.8,68,37.25,13.4,45.5,3.7,8.6,8.6,29,2413.31,449.58,,
21/05/2025,464,32.8,5.76,7.96,402.25,15.75,21.45,633,18.95,2.8,68,36.6,13.4,46,3.7,8.6,8.6,29,2416.77,450.51,,
20/05/2025,466.5,32.8,5.8,7.96,402.25,15.65,21.45,633,18.95,2.8,68.75,36.6,13.3,46.5,3.78,8.5,8.5,29,2422.12,451.85,,
19/05/2025,Trading Date,32.8,6.24,7.94,402.25,15.65,21.45,632,18.95,2.8,69,36,13.2,47,3.78,8.5,8.5,29,2431.97,454.6,,
16/05/2025,465.25,32.8,6.22,7.94,402,15.6,21.45,631,18.95,2.8,69,36,13.15,47,3.78,8.5,8.5,29,2427.91,453.55,,
15/05/2025,465.25,32.8,6.22,7.94,402,15.6,21.45,631,18.95,2.8,69,36,13.15,47,3.78,8.5,8.5,29,2427.91,453.55,,
14/05/2025,464.75,32.5,6.2,7.92,402,14.85,20.5,630,19,2.8,69,35.6,13.1,48.1,3.66,8.9,8.9,29,2415.48,450.68,,
13/05/2025,465.75,32,6.18,7.94,402,14.85,21,630,19,2.8,69,35.6,13.1,48.1,3.63,8.9,8.9,29,2417.05,450.98,,
12/05/2025,467.5,32,6.18,7.94,402,14.85,21,630,17.8,2.8,68.75,35.6,13.05,48.1,3.63,8.9,8.9,29,2418.36,452.13,,
09/05/2025,465,31,6.2,7.9,401.25,14.55,21,630,17.8,2.8,68.75,35.6,12.95,48.1,3.62,9,9,29,2402.84,448.71,,
08/05/2025,465,31,6.2,7.94,401.25,14.55,20.25,630,17.8,2.8,69,35.5,12.95,49.1,3.66,9,9,29,2400.85,447.91,,
07/05/2025,459.75,31,6.24,7.96,401.25,14.55,20.15,630,17.8,2.8,69,35.5,12.75,49.1,3.75,9,9,29,2389.24,445.49,,
06/05/2025,460,31,6.24,7.98,401.25,14.55,20.2,630,18,2.8,69,35.45,12.95,49.1,3.9,9.5,9.5,29,2391.33,445.74,,
05/05/2025,453,31,6.18,8,401.25,14.95,20.2,630,18,2.8,69,35.45,12.95,49.1,3.9,9.5,9.5,29,2376.82,442.7,,
02/05/2025,451,31,6.2,8,401.25,14.75,20.25,630,17.75,2.8,69,35.45,13,49.1,3.9,9,9,29,2370.3,441.43,,
30/04/2025,450,31,6.04,8,401.25,15.1,20.5,630,18.75,2.8,69,35.45,13,50,3.9,9.2,9.2,29,2365.36,439.47,,
29/04/2025,450,31,6.06,8,401.25,15.1,20.5,630,18.75,2.8,69,35.45,13,50,3.9,9.2,9.2,29,2365.64,439.57,,
25/04/2025,448.5,31,6.1,8,400.25,15.1,20.5,618,18.75,2.8,69.75,35.45,13.2,46.5,3.9,9.5,9.5,29,2374.5,442.28,,
24/04/2025,448.75,31.05,6.2,8.28,400.25,15.2,20.9,618,19,2.8,69.75,35.45,13.2,47,3.75,9.5,9.5,29,2385.17,445.1,,
23/04/2025,450,30.95,6.26,8.4,400.25,15.25,20.9,618,19,2.8,66,35.45,13.2,47.95,3.79,9.5,9.5,29,2392.04,447.59,,
22/04/2025,466.75,31,6.22,8.4,400.25,15.25,21,620,19,2.8,65.5,35.45,13.2,47.95,3.79,9.5,9.5,29,2405.75,451.45,,
21/04/2025,446,32.5,6.22,8.4,400.25,15.25,21,620,18.1,2.8,65.5,35.45,12.55,46.5,3.79,9.5,9.5,29,2352.54,439.89,,
18/04/2025,445,32.5,6.14,8.4,400.25,15.25,21,620,18.1,2.8,65.5,35.5,12.5,48,3.8,9.5,9.5,29,2352.25,438.93,,
17/04/2025,448,32.95,6.14,8.5,400.25,15.25,21,620,18.1,2.8,65.5,35.5,12.5,48,3.79,9.5,9.5,29,2361.15,441.32,,
16/04/2025,448.5,32.95,6.14,8.52,400.25,15.25,20.5,620,18.1,2.8,66,35.5,12.6,48,3.63,9.5,9.5,29,2360.25,441.2,,
15/04/2025,450,32.95,6.2,8.56,400.25,15.25,20.5,620,18.1,2.8,70,35.5,12.6,48,3.64,9.7,9.7,29,2370.47,442.45,,
14/04/2025,455,32.95,6.26,8.6,400.25,15.6,20.5,620,18.5,2.8,70,35.6,12.6,48,3.7,9.7,9.7,32.45,2389.63,445.89,,
11/04/2025,460,32.95,6.26,8.68,400.25,15.6,20.4,620,18.5,2.8,71,36,12.6,49,3.7,9.7,9.7,32.45,2402.89,448.74,,
10/04/2025,460.25,32.95,6.22,8.8,400,15.6,20.4,620,18,2.8,68,36,12.6,50,3.7,9.7,9.7,32.45,2394.72,447.31,,
09/04/2025,445,32.95,6.02,8.52,400.75,15.55,20.4,619,18,2.79,68,36,12.75,47.5,3.55,9.66,9.66,32.45,2356.86,438.42,,
08/04/2025,457,33,6.1,9.1,400.75,15.6,20.5,620,18,2.8,65,36,13,48.5,3.76,9.64,9.64,32.45,2396.83,447.86,,
07/04/2025,435,33,5.9,9.12,400.75,15.6,20.5,620,18,2.8,71.25,36.25,13,49,3.55,10,10,32.45,2357.73,435.93,,
04/04/2025,470,33.5,6.28,9.7,400.75,16.5,21.5,625,18.15,2.8,73.5,37,13.7,50,4,10,10,32.45,2468.49,460.83,,
03/04/2025,474,34,6.3,9.7,400.75,16.5,21.5,625,18.1,2.79,73.5,37.5,13.7,50,4.19,10,10,32.45,2482.31,464.19,,
02/04/2025,474,34,6.3,9.8,400.75,16.2,21.5,625,18.1,2.8,74,37,13.8,50,4.2,10,10,32.45,2484.93,464.12,,
31/03/2025,474.5,34.5,6.34,9.7,400.75,16,21.5,625,18.1,2.8,74,37,13.8,49,4.2,10,10,32.45,2486.61,465.02,,
28/03/2025,474.5,34.5,6.3,9.7,400.75,16,21.75,625,18,2.8,74,38,13.8,49,4.19,10,10,32.45,2486.75,465.3,,
27/03/2025,471,34.5,6.24,9.6,400.75,16,20.9,620,18,2.8,74,39.25,13.2,49,4.15,10,10,32.45,2471.92,462.42,,
26/03/2025,467.5,34.5,6.18,9.6,400.75,16,20.35,620,19.35,2.8,74,39.25,13.2,48.9,4.15,10,10,32.45,2464.7,461.08,,
25/03/2025,466,34.5,6.16,9.6,400.5,15.95,20.35,620,19.4,2.8,75,39.3,13.2,48.9,4,10.5,10.5,32.45,2460.4,460.27,,
24/03/2025,465,34.75,6.12,9.6,400.5,15.6,19.9,620,19.4,2.8,75,39.3,13.2,48.5,4,10.5,10.5,32.45,2455.13,459.49,,
21/03/2025,465,34.75,6.1,9.7,400.5,15.25,19.9,600,19.4,2.8,75,39.3,13.2,48.5,4,10.5,10.5,32.45,2450.31,459.13,,
20/03/2025,464,35,5.84,9.84,400.5,15.4,19.9,600,19.4,2.79,75,39.75,13.05,48.5,4,10.5,10.5,32.45,2446.03,458.12,,
19/03/2025,464,36,5.82,9.86,400.5,15.4,20.3,595,19.4,2.79,75,39.8,13.4,48.5,4.04,10.5,10.5,32.45,2460.45,460.68,,
18/03/2025,465,36,5.8,9.86,400.5,15.4,20.35,595,19.4,2.8,75,39.9,13.4,49,4.2,10.5,10.5,32.45,2464.76,461.41,,
17/03/2025,465.25,36.5,5.8,9.86,400.5,15.5,20.1,595,19.4,2.78,75,40.65,13,49,4.22,10.5,10.5,32.45,2465.38,462.3,,
14/03/2025,466.5,36.5,5.88,9.88,400.5,15.5,20.55,595,19.4,2.78,79.75,40.85,13.5,50.5,4.3,10.9,10.9,32.45,2487.65,464.1,,
13/03/2025,468,36.5,5.9,9.86,400.25,16,20.6,595,19.4,2.78,80,40.85,13.5,50.5,4.31,11.2,11.2,32.45,2493.93,465.04,,
11/03/2025,468,36.75,5.88,9.86,400.25,16.15,20.65,639,19.4,2.8,82,40.85,13.9,50.5,4.34,10.5,10.5,32.45,2506.35,467.15,,
10/03/2025,470,37,5.9,9.88,400,16.25,20.7,645,19.4,2.8,82,41.2,13.9,51,4.35,10,10,32.45,2518.72,469.57,,
07/03/2025,470,37,5.88,9.88,380,17,20.7,666,19.4,2.8,82,41.2,13.9,51,4.35,9.6,9.6,32.45,2521.29,470.26,,
06/03/2025,470.5,37,5.9,9.88,375.75,17.5,20.75,670,19.4,2.8,82,41.2,13.9,52.5,4.35,9.6,9.6,32.45,2526.87,470.88,,
05/03/2025,470,37,5.9,9.88,375.75,17,20.8,670,19.4,2.8,82,41.2,14,52.5,4.4,10,10,32.45,2524.36,470.67,,
04/03/2025,471,37,5.96,9.88,375.75,16.5,20.85,650,19.4,2.8,82,41.2,14,52.5,4.4,10,10,32.5,2524.76,471.34,,
03/03/2025,473,37,5.96,9.9,375.75,16.5,20.9,602,19.5,2.8,82,41.25,13.95,52.5,4.46,10,10,32.5,2524.79,471.07,,
28/02/2025,473.5,38,5.96,9.9,375.75,16.25,20.95,595,19.5,2.8,83.25,41.7,13.6,53,4.46,10,10,32.5,2529.71,472.64,,
25/02/2025,473.5,38,5.92,9.62,375.5,15.25,20.95,595,19.5,2.8,84.5,41.7,13.9,52.5,4.46,10,10,32.5,2522.33,471.48,,
24/02/2025,471.25,38.2,5.92,9.9,375.5,14.95,20.95,595,18.8,2.8,84.25,41.7,13.5,53,4.42,10,10,32,2517.67,470.86,,
21/02/2025,470.5,38.6,5.92,9.9,375.5,14.9,20.95,595,19,2.8,84.5,41.95,14,52.5,4.44,10,10,31.5,2520.93,471.46,,
20/02/2025,470,38.6,5.94,9.9,375.25,14.85,21,586,19.15,2.8,84.25,41.95,14,52.5,4.44,10.15,10.15,31.5,2519.13,471.32,,
19/02/2025,474,38.55,5.96,9.9,375.25,14.85,20.9,586,19.15,2.8,84.75,41.95,14.1,52.5,4.42,10.15,10.15,31.5,2528.3,473.43,,
18/02/2025,474,38.55,5.96,10.05,375.25,14.75,21,586,19.15,2.88,84.75,41.95,14,52.5,4.44,10.15,10.15,31.5,2529.84,474.01,,
17/02/2025,474.25,38.55,5.96,10,375,14.75,21,585,19.2,2.8,84.75,41.95,14.1,52.25,4.44,10.15,10.15,30,2527.91,473.99,,
14/02/2025,470,39,5.98,10,374,14.75,21,585,19.2,2.7,84.75,42,14,52.25,4.42,9.8,9.8,30,2522.73,472.72,,
13/02/2025,470,39,5.98,10,374,14.75,21,575,19.2,2.7,84.75,42,14.15,52.25,4.4,9.8,9.8,31,2523.38,472.25,,
12/02/2025,468,39,6,10,374,14.5,21,575,19.2,2.7,86.75,43,14.75,52.25,4.4,10,10,31,2527.42,472.67,,
10/02/2025,465.75,39,5.98,10,374,14.5,21,552,19.15,2.7,84.75,43.25,14.85,52.25,4.35,10,10,31,2516.32,469.98,,
07/02/2025,467.5,38.85,5.94,10,373.75,14.4,20.9,552,19.2,2.7,84.75,43.25,14,52.25,4.35,9.9,9.9,31,2512.78,470.33,,
06/02/2025,468,38.15,5.96,10.4,373.75,14.25,20.6,552,19.2,2.7,84.5,43.25,13.3,53.25,4.66,10,10,31,2512.65,470.83,,
05/02/2025,469,38.85,5.96,10.4,373.5,14.3,20.85,552,19.2,2.7,84.5,43.25,13.4,53,4.66,10,10,31,2519.23,472.49,,
04/02/2025,468,39,5.98,9.48,373.5,14.4,20.9,552,19.2,2.7,84.5,43.25,13.7,54,4.66,9.8,9.8,31,2508.62,469.29,,
03/02/2025,470.5,39,5.98,9.48,373.5,14.4,20.95,552,19.25,2.7,82.5,43.25,13.8,54,4.68,9.8,9.8,30,2508.38,470.47,,
30/01/2025,472,39,6.06,9.36,373.5,14.4,21.25,549,19.5,2.7,82,43.25,13.95,56,4.5,9.8,9.8,30,2513.39,471.46,,
30/01/2025,471,39,5.98,9.48,373.5,14.4,21.1,549,19.25,2.7,82,43.25,13.9,55,4.68,9.8,9.8,30,2510.23,470.71,,
28/01/2025,472.5,39,6,9.32,373.5,14.4,21.35,549,19.5,2.7,82.75,43.15,13.95,55,4.5,9.8,9.8,30,2512.25,471.28,,
27/01/2025,472,39,6.08,9.32,372.75,14.4,21.35,549,18.5,2.68,82.75,43,13.95,55,4.5,9.76,9.76,30,2502.58,469.32,,
24/01/2025,472,39,6,9.32,372.75,14.4,21.35,549,18.5,2.66,82.5,43,13.5,55,4.67,9.72,9.72,30,2498.02,469.06,,
23/01/2025,468,38.25,5.96,9.32,372.75,14.4,21.35,549,18.5,2.66,82,42.8,13.5,55,4.67,10.15,10.15,30,2481.65,465.35,,
22/01/2025,465,38.15,5.98,9.32,372.75,14.4,21.5,549,18.1,2.65,82,42.7,13.5,55,4.67,9.72,9.72,30,2472.34,462.97,,
21/01/2025,464.5,38.15,6,9.32,372.75,14,21.6,549,19.05,2.65,82.25,42.7,13.85,55,4.67,10.25,10.25,30,2475.33,463.9,,
20/01/2025,464,39,5.92,9.32,372.5,14.25,21.65,548,19.05,2.65,82.5,42.7,13.95,55,4.68,10.25,10.25,30,2476.8,464.24,,
17/01/2025,465.25,38.5,6.12,9.32,370,14.25,21.65,548,20.2,2.7,82.75,42,14.1,55.25,4.68,10.25,10.25,30,2485.31,466.32,,
16/01/2025,467,39,5.84,9.3,357.5,14.25,21.75,548,20.4,2.71,76.75,41.35,14.1,57,4.44,10.5,10.5,30,2473.01,465.19,,
15/01/2025,467,39,5.84,9.3,357.5,14.25,21.75,548,20.4,2.71,76.75,41.35,14.1,57,4.44,10.5,10.5,30,2473.01,465.19,,
14/01/2025,460.75,38,5.72,9.32,357.5,14.25,21.7,548,20.4,2.71,76.75,41.35,14,57,4.5,9.72,9.72,30,2451.72,459.55,,
13/01/2025,463,38,5.74,9.34,356.5,14.25,21.7,546,20.45,2.7,76.25,41.35,14.1,57,4.48,9.1,9.1,30,2455.58,460.6,,
10/01/2025,468,38,5.7,9.32,356.5,14.25,21.7,546,20.5,2.7,76.5,41.35,14.15,57,4.5,10.1,10.1,30,2464.73,462.85,,
09/01/2025,464,38,5.5,9.32,356.5,14.25,21.65,546,20.5,2.7,75.25,41.25,14.15,56,4.5,10.2,10.2,30,2450.48,459.55,,
08/01/2025,462,38.25,5.5,9.34,356,13.95,21.65,546,19.85,2.7,76.5,41.25,14,56,4.48,10.3,10.3,30,2442.83,458.2,,
07/01/2025,462,38.6,5.66,9.34,354,13.85,21.65,546,19.85,2.7,76,40.5,14,56,4.48,10.9,10.9,30,2445.73,459.29,,
06/01/2025,453,39,5.4,9.38,354,13.85,21.7,542,19.5,2.7,75.5,40.5,14,56,4.48,10.5,10.5,30,2422.79,453.88,,
03/01/2025,447,39.5,5.34,9.38,354,14.2,21.7,542,19.5,2.7,75.5,40.5,14,56,4.48,10.5,10.5,30,2412.17,451.21,,
31/12/2024,446,39,5.18,9.36,354,14.2,21.8,542,19.5,2.7,75.5,40.35,14,56,4.48,10.5,10.5,30,2403.13,448.63,,
30/12/2024,446,38.5,5.18,9.38,354,14,21.8,542,19.1,2.7,75.5,40.35,14,56,4.45,10.5,10.5,30,2397.86,447.62,,
27/12/2024,445.25,38.5,5.18,9.38,354,14,21.8,542,19.1,2.7,75.5,40.35,14,56,4.48,10.4,10.4,30,2396.03,447.19,,
26/12/2024,445.25,39,5.18,9.38,354,13.5,21.8,542,19.1,2.7,75.5,40.35,14,56,4.48,10.4,10.4,30,2396.35,447.87,,
24/12/2024,443.25,38.15,5.18,9.38,354,13,21.75,542,19.5,2.7,75.5,40.2,14,55,4.5,10.55,10.55,30,2385.05,446.05,,
23/12/2024,442.5,38.1,5.18,9.38,354,13,21.75,542,19.5,2.7,75.5,40.2,14,55,4.5,10.8,10.8,30,2383.76,445.58,,
20/12/2024,442.75,39,5.18,9.4,353.75,13,21.85,541,19.5,2.7,75.5,40.15,14,52.75,4.48,10.9,10.9,30,2387.08,447.08,,
19/12/2024,443.25,38,5.2,9.4,353.75,13,21.85,541,19.75,2.7,76.25,40.2,14,52.75,4.48,10.9,10.9,30,2385.83,446.38,,
18/12/2024,443,38.1,5.2,9.1,353.75,12.75,21.8,541,19.75,2.7,76,40.2,14.15,52.25,4.4,11.6,11.6,30,2380.8,445.24,,
17/12/2024,440.5,38.1,5.22,9,353.5,12.75,21.8,541,19.8,2.7,76,40,14.35,52.25,4.5,11.6,11.6,30,2376.23,443.89,,
16/12/2024,440.25,38,5.24,8.8,353.5,12.6,21.9,541,19.8,2.7,76.25,40,14,52.25,4.5,11.6,11.6,30,2368.37,442.39,,
13/12/2024,443,38,5.26,8.8,352.75,12.6,22.2,541,19.8,2.7,76.25,40,14.05,53,4.4,11,11,30,2376.6,444.16,,
12/12/2024,443.5,39,5.22,8.8,352.75,12.6,22.9,541,19.8,2.7,76.25,40,14.05,53,4.32,11.7,11.7,30,2386.38,445.94,,
11/12/2024,443.75,39.4,5.22,8.8,352.75,12.55,22.9,541,19.8,2.7,76.25,40,14,53,4.32,11.7,11.7,30,2389.65,446.56,,
10/12/2024,445,39.5,5.22,8.8,352.75,12.5,22.9,541,19.85,2.7,76.25,41.25,14.1,52.5,4.55,11.7,11.7,30,2397.68,448.05,,
09/12/2024,450,39.75,5.22,8.86,352.75,12.5,22.9,540,19.85,2.7,78.5,41.25,14.1,52.5,4.55,11.7,11.7,30,2412.53,451.32,,
06/12/2024,450,39.8,5.12,8.86,352.75,12.5,23,537,19.85,2.7,79,41.25,14.25,52.25,4.55,11.8,11.8,30,2412.56,450.72,,
05/12/2024,450,39.8,5.3,8.86,352.5,12.5,23,537,19.85,2.7,79.5,40.75,14.25,52.25,4.48,11.8,11.8,30,2416.01,451.42,,
04/12/2024,450,40,5.34,8.88,352.5,12,23,537,19.85,2.7,78.25,40.25,14.35,54,4.48,11.9,11.9,30,2414.46,451.82,,
03/12/2024,443,38,5.34,8.88,352.5,12,23,537,20.1,2.7,78.25,39.1,14.35,55,4.52,11,11,30,2386,444.98,,
02/12/2024,440.5,37.8,5.34,8.9,352.5,12,23,537,20.15,2.7,78.5,38.95,14.35,55,4.52,10.9,10.9,30,2381.92,443.78,,
29/11/2024,440,37.8,5.3,8.9,355.75,12,23,537,20,2.7,79,38.95,14.45,55,4.48,10.9,10.9,30,2381.41,443.3,,
29/11/2024,440,37.8,5.3,8.9,355.75,12,23,537,20,2.7,79,38.95,14.45,55,4.48,10.9,10.9,30,2381.41,443.3,,
28/11/2024,438,38,5.24,8.9,355.75,12.5,23,537,20,2.7,78,38.75,14,53.25,4.3,11,11,30,2379.65,442.46,,
27/11/2024,437,38,5.16,8.9,355.75,12.5,23,536,18.95,2.7,78,38.5,14,53.25,4.3,11.45,11.45,30,2371.81,440.48,,
26/11/2024,436,39,5.2,8.9,355.75,12.5,21.7,536,18.8,2.7,77.75,38.45,14.3,53.25,4.2,11,11,30,2369.87,441.16,,
25/11/2024,442,39.3,5.26,8.9,355.75,12.5,21.65,541,18.65,2.7,77.75,38.5,14.2,53.25,4.1,11,11,30,2388.7,446.29,,
22/11/2024,442.75,39.3,5.3,9,355.75,12.5,21.4,535,19,2.7,78.5,39.9,14.3,53,4.2,10.55,10.55,30,2399.27,448.7,,
21/11/2024,443,39.3,5.1,9,355.25,12.5,21.6,540,18.9,2.7,78.5,40,14.3,53.25,4.3,10.8,10.8,30,2397.47,447.42,,
20/11/2024,441.75,39.5,4.8,9,355.25,12.7,21.75,540,19.4,2.7,78.75,38.5,14.3,53,4.3,10.6,10.6,27,2389.45,445.03,,
18/11/2024,455,40.5,5.46,9.2,355.25,12.95,21.75,540,19.5,2.7,79,52.25,14.45,53,4.35,11.45,11.45,28,2429.09,453.97,,
15/11/2024,455,40.2,5.6,9.2,354,12.95,22,533,19.5,2.7,79.75,52.25,14.1,53,4.35,10.8,10.8,28,2432.63,454.33,,
14/11/2024,465,40.2,5.74,9.1,354,12.95,22,533,19.5,2.7,77,54,14.15,53,4.35,10.5,10.5,26,2443.16,457.75,,
13/11/2024,450.25,40,5.74,9.1,354,12.7,21.8,533,19.5,2.7,75,55,14.15,53,4.65,11,11,26,2408.93,450.48,,
12/11/2024,450,40,5.86,9.2,354,12.7,21.7,533,19.5,2.7,75,55,14.15,53,4,11.5,11.5,26,2410.98,451.34,,
11/11/2024,450,40,5.9,9.2,354,12.8,21.6,533,20,2.7,78.25,52.25,13.75,53,4.04,11.95,11.95,26,2411.34,451.2,,
08/11/2024,450,40,5.66,9.2,354,13.2,21.6,537,19.5,2.7,78.25,52.25,13.75,53,4,10.5,10.5,26,2406.54,449.22,,
07/11/2024,446,40,5.58,9.2,354,13.2,21.6,537,19.5,2.7,79,52.25,13.7,53,4,10.5,10.5,26,2397.53,446.82,,
06/11/2024,445.5,40,5.74,9.2,354,13.2,21.55,537,19.7,2.7,79.75,52.25,13.9,54,4.02,10.4,10.4,26,2405.62,448.15,,
05/11/2024,445,40,5.76,9.28,354,13.3,21.5,537,19.7,2.7,80,52.25,13.9,54,4.04,11,11,26,2407.39,448.2,,
04/11/2024,445.25,40,5.94,9.2,354,13.45,21.5,536,19.7,2.7,80,54,13.95,54,4.1,11,11,26,2415.39,449.74,,
01/11/2024,445,40.5,6,9.5,354,13.45,21.8,535,19.7,2.7,81,55,14,55,4.1,11.5,11.5,26,2428.84,452.06,,
30/10/2024,449.5,40.5,6,9.5,354,13.45,21.85,535,19.5,2.7,83,59,14.3,56,4.1,11.5,11.5,26,2458.6,458.38,,
29/10/2024,450,40.5,6,9.5,354,13.45,21.85,535,19.75,2.7,86,60,14.3,56,4.1,11.6,11.6,26,2464.14,459.33,,
28/10/2024,453.75,40,6,9.5,354,13.45,21.85,533,19.95,2.7,96,60,14.3,56,4.1,12,12,26,2478.56,460.73,,
25/10/2024,458,40.1,6,9.5,354,13.45,22,533,19.95,2.7,96,59.25,14.5,56.25,4.1,12.3,12.3,26,2477.11,459.71,,
24/10/2024,457,41,6,10.4,351,13.45,22,532,20,2.7,86,59,15.45,56.25,4.1,11.4,11.4,26,2479.05,462.33,,
23/10/2024,459,40,6,10,354,13.45,22,533,20,2.7,90,61,15,56.25,4.3,13,13,26,2478.44,461.64,,
22/10/2024,457,41,6,10.4,351,13.45,22,532,20,2.7,86,59,15.45,56.25,4.1,11.4,11.4,26,2479.05,462.33,,
21/10/2024,455,41.05,6.08,10.55,353,13.45,22,532,20.5,2.7,86,57.75,15.5,56.25,4.6,11,11,26,2481.23,462.62,,
18/10/2024,455,41.1,6.08,10.6,353,13.45,22.2,532,20.5,2.7,82,57.5,15.5,56,4.56,11,11,25.95,2471.58,461.58,,
17/10/2024,450,41.1,6,10.6,350.25,13.25,22.3,531,20.5,2.7,74,57,15,56,3.8,11,11,25.95,2449.37,458.24,,
16/10/2024,447.5,41.1,5.98,10.6,350.25,13,22.3,531,20.5,2.7,72.75,57,14.9,56,3.3,10.9,10.9,25.95,2436.36,456.52,,
15/10/2024,445,41.1,5.82,10.6,350.25,13,22.25,531,20.5,2.7,70.5,56,14.6,56,3.28,10.9,10.9,25.95,2421.18,453.73,,
14/10/2024,443.75,41.05,5.8,10.5,350.25,12.3,22.3,530,20.95,2.7,69.5,56,14.3,56,3.28,10.9,10.9,25.95,2412.93,452.91,,
11/10/2024,444,41.05,5.76,10.4,350.25,12.3,22.3,530,20,2.7,69.5,55.25,14.2,56,3.28,10.85,10.85,25.95,2403.53,451.28,,
10/10/2024,442,41.05,5.7,9,350.25,12.3,22.15,530,20,2.7,68.5,55.25,14.2,56,3.35,10.9,10.9,25.95,2378.53,445.35,,
09/10/2024,438.25,40,5.68,9,350.25,12.3,22.1,530,20,2.7,67.25,55,13.9,57,3.36,10.5,10.5,25.95,2362.82,441.87,,
08/10/2024,436.25,40,5.64,8.7,350.25,12.25,22.1,530,19,2.7,66,55,14,57,3.39,10.5,10.5,25.95,2347.9,438.45,,
07/10/2024,436.25,40.5,5.52,8.6,349,11.95,22.15,520,20.5,2.7,65,55,13.75,56.25,3.39,10.9,10.9,25.95,2347.43,439.55,,
04/10/2024,436.5,41,5.48,8.6,349,11.95,22.15,520,20.8,2.7,65,55,13.5,58,3.39,10.9,10.9,25.95,2348.14,440.23,,
03/10/2024,438,41.05,5.46,8.6,349,11.95,22.1,520,20.8,2.7,65,53.5,13.5,58,3.35,10.25,10.25,25.95,2347.24,440.05,,
02/10/2024,440,41,5.4,8.6,348,11.95,22.1,520,20.8,2.7,62.25,53,13.6,58,3.32,10.25,10.25,25.95,2345.9,440.21,,
30/09/2024,440,41,5.5,8.44,348,11.9,22.15,503,20.8,2.7,62.25,52.25,13.1,59,3.05,10.25,10.25,25.95,2342.17,439.69,,
27/09/2024,450,41,5.5,8.38,348,11.9,22.1,503,19,2.7,62,52.25,13,55,3.05,10.5,10.5,25.95,2345.02,442.73,,
26/09/2024,450,41,5.4,8.38,348,11.85,22.1,501,19.25,2.71,62,52.25,12.9,56,3.1,10.2,10.2,25.95,2339.29,442.39,,
25/09/2024,445.75,41,5.38,8.3,348,11.85,22.05,501,19.25,2.7,62,52.25,12.85,56,3.13,10.1,10.1,25.95,2326.7,439.79,,
25/09/2024,445.75,41,5.38,8.3,348,11.85,22.05,501,19.25,2.7,62,52.25,12.85,56,3.13,10.1,10.1,25.95,2326.7,439.79,,
24/09/2024,432.75,41.25,5.4,8.3,348,11.85,22.1,501,19.25,2.7,62,52.25,12.8,55,3.13,10.1,10.1,25.95,2300.16,433.88,,
23/09/2024,430.25,41.25,5.48,8.3,348,11.85,22.1,501,19.25,2.7,62,52.25,12.8,55,3.15,10,10,25.95,2298.14,433.02,,
20/09/2024,435,41.2,5.4,8.3,347.75,11.7,22,501,19.25,2.7,61,52.25,12.8,55,3.15,11,11,25.95,2299.78,434.57,,
19/09/2024,436,41.05,5.36,8.22,347.75,11.7,22.35,501,18,2.7,61.25,52.25,12.8,55,3.18,11,11,25.95,2292.6,433.11,,
18/09/2024,438.5,41,5.4,8.22,347.5,11.5,22.4,501,18,2.7,61.25,52.25,13,59.5,3.2,10.1,10.1,25,2300.93,434.49,,
17/09/2024,440,41,5.52,8.22,347,11.5,21.5,501,17.35,2.7,61.25,52.25,13.1,59.5,3.2,10.1,10.1,25,2301.02,435.27,,
16/09/2024,442,41.5,5.52,8.22,347.25,11.15,21.45,501,17.35,2.7,61.25,52,13.1,59.5,3.15,10.1,10.1,26,2305.38,436.85,,
13/09/2024,441,41.5,5.52,8.22,347.25,11.15,21.5,501,17.35,2.71,61.25,51.5,13.1,59.5,3.15,10.1,10.1,26,2303.3,436.24,,
12/09/2024,440,42.05,5.5,8.22,347.25,11.1,21.5,501,17.35,2.71,61.25,51,13.1,59.5,3.14,10.1,10.1,26,2302.64,436.24,,
11/09/2024,437.25,42.05,5.38,8.2,347,11.1,22,501,17.35,2.71,61.25,51.25,13.1,59.5,3.1,10.1,10.1,26,2295.64,434.16,,
10/09/2024,437,42.05,5.38,8.2,347,11.15,19,501,17.35,2.71,61.25,51.25,13.3,59.5,3.05,10.1,10.1,26,2284.44,433.85,,
09/09/2024,436,41.5,5.6,8.2,347,11.15,18.5,501,17.35,2.71,61.25,51.5,13.3,59.5,3.07,10.1,10.1,26,2283.74,433.84,,
06/09/2024,435,42,5.7,8.2,347,11.1,18.45,501,17.1,2.71,61.25,51.5,13.3,59.75,3.07,10.6,10.6,26,2284.59,434.2,,
05/09/2024,425,42,5.7,8.2,347,11,18.5,501,17.1,2.71,61.25,51.5,13.3,59.75,3.07,10.6,10.6,26,2262.57,429.31,,
04/09/2024,449,41,5.8,8.16,346.5,11.1,18.35,501,17.3,2.71,61,50,13.3,59.75,3.08,10.8,10.8,26,2302.15,439.66,,
03/09/2024,433,41,5.7,8.14,346.5,11.1,19.1,501,17.3,2.71,61,50,13.3,59.75,3.08,10.8,10.8,26,2269.46,431.11,,
